"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"j***0","京享值11222","star5","刚拿到不知道什么情况  目前还好  用一段时间再来评价","2017-11-06 20:35","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:09.9267990"
"jd_150029bwxn","京享值8982","star5","东西收到了，是正品，发货速度非常快，很满意的一次购物！","2017-11-06 18:24","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:10.0578863"
"京***部","PLUS会员","star5","不错，挺好的，是正品下次还会来的","2017-11-21 22:35","0","0",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:10.2029829"
"j***a","PLUS会员","star5","质量没的说 很不错的说发货也很快","2017-11-21 21:38","0","0",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:10.3300676"
"1***p","PLUS会员","star5","很好用，应该是好东西吧！","2017-11-04 21:29","1","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:10.4651575"
"嘿***d","PLUS会员","star5","手机不错，运行流畅，是国行正品！","2017-11-19 15:11","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:13.1989783"
"K***0","PLUS会员","star5","手机是正品 没问题 很靠谱 好评","2017-11-19 08:45","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:13.2970436"
"z***g","PLUS会员[试用]","star5","用过几天还不错 没有出现质量问题","2017-11-18 15:48","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:13.3971103"
"y***i","京享值15330","star5","手机是正品，上苹果官网查了下保修期正好一年，放心购买","2017-11-14 23:28","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:13.4931749"
"赵***6","PLUS会员[试用]","star5","发货速度快，京东快递服务很好?","2017-11-13 16:43","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:13.5912396"
"c***x","京享值20852","star5","东西不错。包装的挺严实，用起来也挺流畅。喜欢，好评。","2017-11-12 20:02","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:13.6923069"
"j***o","PLUS会员","star5","不错不错真不错，一样钱买两颜色机","2017-11-12 10:22","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:13.7993782"
"星***潵","PLUS会员","star5","京东快递的速度真的快，到手很满意","2017-11-10 11:57","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:13.9344695"
"w***l","PLUS会员","star5","还好，银色是帮家人买的，价格实惠","2017-11-06 11:34","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:14.0635554"
"K***-","PLUS会员[试用]","star5","手机等了很久，终于出了，相信苹果","2017-11-06 16:02","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:14.2056501"
"maoguozhong","京享值12616","star5","宝贝很好 虽然比官方贵了点  第一次买这么贵的手机 很慌 但是手机感觉真心舒服 好东西 可以买的哈宝贝们 没毛病","2017-11-06 13:49","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:16.9794969"
"凰***凤","PLUS会员","star5","一直忐忑，拿到手机终于放心了！","2017-11-19 00:58","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:17.0875682"
"林***姐","京享值28964","star5","机器全新，快递很快隔天就到了，就是好多软件还没适配","2017-11-18 20:00","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:17.1816309"
"t***9","PLUS会员","star5","活动买的，还挺划算的。。。。。","2017-11-17 19:10","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:17.2766942"
"j***d","PLUS会员[试用]","star5","是正品，用起来特别棒，不错！！","2017-11-16 23:04","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:17.3827655"
"j***q","京享值16156","star5","用了一天，很顺手，操作也很方便，流畅是自然的很赞。","2017-11-10 08:39","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:17.5008441"
"花***b","京享值46573","star5","非常好、东西是正品，物流很给力、以后就在你家买了。","2017-11-10 06:51","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:17.6459414"
"r***o","PLUS会员","star5","很好 物流也很快 希望一如既往","2017-11-08 21:41","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:17.7870347"
"油***饼","PLUS会员","star5","新款手机，拿来用用，功能强大。","2017-11-08 20:22","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:17.9051140"
"g***2","京享值17082","star5","不错，很好，正品，快递很给力，用着很舒服，下次还来","2017-11-08 17:51","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:18.0251921"
"t***2","京享值9621","star5","以后买手机 什么实体店 什么官网预定 就你家啦！！","2017-11-08 23:22","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:20.7149835"
"j***b","PLUS会员","star5","不错啊！挺好用的！以后再追评！","2017-11-07 09:34","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:20.8340635"
"j***0","京享值10289","star5","太好用了，就是这么好用，速度太快了，真的太感动了。","2017-11-09 18:52","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:20.9501415"
"时间煮雨-99","京享值9517","star5","真的很好用，非常流畅，苹果一如既往的好，大爱5分","2017-11-20 15:03","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:21.0692195"
"z***j","PLUS会员","star5","收到啦，比以前的都漂亮，满意","2017-11-19 08:31","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:21.1772927"
"t***g","PLUS会员","star5","很好很强大很好很强大很好很强大","2017-11-05 15:10","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:21.2813621"
"去***-","PLUS会员","star5","快递也是很快的是正品大家放心","2017-11-16 16:53","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:21.4024421"
"春***雨","PLUS会员","star5","东西不错，以后还会在京东买。","2017-11-12 21:48","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:21.5175181"
"-***b","京享值30023","star5","手机没任何问题，终于拿到梦寐以求的神机，开心～～","2017-11-11 17:21","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:21.6386000"
"j***b","PLUS会员[试用]","star5","还不错，用着很好。速度很快，","2017-11-09 09:56","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:21.7586793"
"i***b","PLUS会员","star5","京东物流就是给力，是正品行货","2017-11-08 16:19","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:24.4744888"
"z***3","PLUS会员","star5","外观跟6差不多 屏完美 哈哈","2017-11-07 14:48","0","3",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:24.5885641"
"她***海","PLUS会员[试用]","star5","不错 还有小礼品 相对很喜欢","2017-11-06 11:20","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:24.7216527"
"j***丶","京享值17210","star5","价格说真的无所谓，唯一遗憾的就是后悔没买灰色的。","2017-11-05 13:36","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:24.8287234"
"C***Y","京享值27725","star5","正品。绝对的正品。 不错  就是送得有点慢了。","2017-11-14 14:40","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:24.9297914"
"l***6","PLUS会员","star5","比其它地方便宜，送货速度快","2017-11-11 17:09","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:25.0318593"
"j***橙","PLUS会员","star5","用了一段时间还不错，是正品","2017-11-11 13:51","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:25.1719533"
"j***g","京享值13825","star5","东西很不错，是正品，送得很快，老婆拿到手很开心","2017-11-11 12:17","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:25.2860280"
"磊***导","京享值22331","star5","发货很快，使用了一下感觉和以前不一样得慢慢适应","2017-11-10 18:47","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:25.4111119"
"e***w","PLUS会员","star5","发货速度快，机器质量没问题","2017-11-10 09:26","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:25.5301906"
"i***b","PLUS会员","star5","京东物流就是给力，是正品行货","2017-11-08 16:19","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:28.1439321"
"z***3","PLUS会员","star5","外观跟6差不多 屏完美 哈哈","2017-11-07 14:48","0","3",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:28.2419974"
"k***r","PLUS会员","star5","手机是正品，没问题，很好。","2017-11-07 11:13","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:28.4571407"
"l***9","PLUS会员[试用]","star5","手机等了四天终于回来了 ，挺不容易的  送的手机壳有点差  而且发票还没给我一起邮回来","2017-11-09 12:23","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:28.5622106"
"z***6","PLUS会员","star5","不错的选择、价格有点怪怪的","2017-11-06 11:24","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:00:28.6682813"
